,compound,create_date,negative,neutral,news_media,positive,tweets_ago
24,0.7482,2017-11-30 03:37:13+00:00,0.0,0.566,CBS,0.434,-24
25,0.8513,2017-11-30 03:35:13+00:00,0.0,0.458,CBS,0.542,-25
26,0.7232,2017-11-30 03:33:32+00:00,0.0,0.698,CBS,0.302,-26
27,0.0,2017-11-30 03:23:03+00:00,0.0,1.0,CBS,0.0,-27
28,0.8979,2017-11-30 03:11:31+00:00,0.049,0.557,CBS,0.394,-28
29,0.0,2017-11-30 03:09:54+00:00,0.0,1.0,CBS,0.0,-29
30,0.6988,2017-11-30 03:07:20+00:00,0.0,0.548,CBS,0.452,-30
31,0.0,2017-11-30 03:06:38+00:00,0.0,1.0,CBS,0.0,-31
32,0.7067,2017-11-30 03:03:15+00:00,0.0,0.754,CBS,0.246,-32
33,0.0,2017-11-30 03:02:34+00:00,0.0,1.0,CBS,0.0,-33
34,0.0,2017-11-30 02:59:59+00:00,0.0,1.0,CBS,0.0,-34
35,0.6514,2017-11-30 02:45:03+00:00,0.0,0.842,CBS,0.158,-35
36,0.1139,2017-11-30 00:06:05+00:00,0.0,0.936,CBS,0.064,-36
37,0.6825,2017-11-29 23:20:13+00:00,0.0,0.772,CBS,0.228,-37
38,0.5826,2017-11-29 23:15:24+00:00,0.0,0.848,CBS,0.152,-38
39,0.0,2017-11-29 23:14:57+00:00,0.0,1.0,CBS,0.0,-39
40,0.0,2017-11-29 23:13:40+00:00,0.0,1.0,CBS,0.0,-40
41,0.0,2017-11-29 22:34:56+00:00,0.0,1.0,CBS,0.0,-41
42,0.0,2017-11-29 21:07:33+00:00,0.0,1.0,CBS,0.0,-42
43,0.4559,2017-11-29 20:41:13+00:00,0.0,0.858,CBS,0.142,-43
44,0.0,2017-11-29 15:00:07+00:00,0.0,1.0,CBS,0.0,-44
45,0.6124,2017-11-29 12:00:06+00:00,0.0,0.8,CBS,0.2,-45
46,0.4926,2017-11-29 09:09:48+00:00,0.0,0.842,CBS,0.158,-46
47,0.6696,2017-11-29 08:39:05+00:00,0.0,0.809,CBS,0.191,-47
48,0.6696,2017-11-29 08:22:35+00:00,0.0,0.817,CBS,0.183,-48
49,0.4201,2017-11-29 07:56:05+00:00,0.087,0.754,CBS,0.158,-49
50,0.5826,2017-11-29 06:41:12+00:00,0.0,0.848,CBS,0.152,-50
51,0.5106,2017-11-29 04:13:05+00:00,0.0,0.751,CBS,0.249,-51
52,0.9476,2017-11-29 04:02:16+00:00,0.0,0.551,CBS,0.449,-52
53,0.6289,2017-11-29 04:00:58+00:00,0.0,0.629,CBS,0.371,-53
54,0.0,2017-11-29 03:57:07+00:00,0.0,1.0,CBS,0.0,-54
55,-0.5904,2017-11-29 03:56:08+00:00,0.258,0.742,CBS,0.0,-55
56,0.4939,2017-11-29 03:53:09+00:00,0.0,0.775,CBS,0.225,-56
57,0.0,2017-11-29 03:52:28+00:00,0.0,1.0,CBS,0.0,-57
58,0.0,2017-11-29 03:47:11+00:00,0.0,1.0,CBS,0.0,-58
59,0.0,2017-11-29 03:45:32+00:00,0.0,1.0,CBS,0.0,-59
60,0.5994,2017-11-29 03:42:10+00:00,0.0,0.794,CBS,0.206,-60
61,0.0,2017-11-29 03:39:21+00:00,0.0,1.0,CBS,0.0,-61
62,0.8878,2017-11-29 03:36:37+00:00,0.0,0.514,CBS,0.486,-62
63,0.0,2017-11-29 03:34:35+00:00,0.0,1.0,CBS,0.0,-63
64,0.0,2017-11-29 03:26:10+00:00,0.0,1.0,CBS,0.0,-64
65,0.4199,2017-11-29 03:22:53+00:00,0.0,0.518,CBS,0.482,-65
66,0.4003,2017-11-29 03:22:27+00:00,0.0,0.828,CBS,0.172,-66
67,0.0,2017-11-29 03:20:56+00:00,0.0,1.0,CBS,0.0,-67
68,0.0,2017-11-29 03:18:45+00:00,0.0,1.0,CBS,0.0,-68
69,0.6155,2017-11-29 03:16:50+00:00,0.0,0.713,CBS,0.287,-69
70,0.5719,2017-11-29 03:11:29+00:00,0.0,0.448,CBS,0.552,-70
71,0.0,2017-11-29 03:10:51+00:00,0.0,1.0,CBS,0.0,-71
72,0.0,2017-11-29 03:07:06+00:00,0.0,1.0,CBS,0.0,-72
73,-0.6597,2017-11-29 03:04:59+00:00,0.328,0.672,CBS,0.0,-73
74,0.0,2017-11-29 02:56:00+00:00,0.0,1.0,CBS,0.0,-74
75,0.4574,2017-11-29 02:53:04+00:00,0.0,0.88,CBS,0.12,-75
76,0.0,2017-11-29 02:24:15+00:00,0.0,1.0,CBS,0.0,-76
77,0.75,2017-11-29 00:43:55+00:00,0.0,0.684,CBS,0.316,-77
78,0.296,2017-11-28 23:38:24+00:00,0.0,0.905,CBS,0.095,-78
79,0.2732,2017-11-28 23:02:06+00:00,0.0,0.916,CBS,0.084,-79
80,0.6412,2017-11-28 21:33:30+00:00,0.0,0.706,CBS,0.294,-80
81,0.4574,2017-11-28 20:36:19+00:00,0.0,0.857,CBS,0.143,-81
82,0.0,2017-11-28 19:35:16+00:00,0.0,1.0,CBS,0.0,-82
83,0.0,2017-11-28 17:00:03+00:00,0.0,1.0,CBS,0.0,-83
84,0.0,2017-11-28 15:31:01+00:00,0.0,1.0,CBS,0.0,-84
85,0.0,2017-11-28 15:00:05+00:00,0.0,1.0,CBS,0.0,-85
86,0.5707,2017-11-28 14:25:21+00:00,0.0,0.813,CBS,0.187,-86
87,0.4199,2017-11-28 01:37:07+00:00,0.0,0.883,CBS,0.117,-87
88,0.0,2017-11-28 00:09:46+00:00,0.0,1.0,CBS,0.0,-88
89,0.1139,2017-11-27 22:03:36+00:00,0.0,0.929,CBS,0.071,-89
90,0.7804,2017-11-27 20:02:27+00:00,0.0,0.713,CBS,0.287,-90
91,0.4019,2017-11-27 18:32:06+00:00,0.0,0.803,CBS,0.197,-91
92,0.1867,2017-11-27 12:01:03+00:00,0.0,0.916,CBS,0.084,-92
93,-0.2263,2017-11-27 00:53:16+00:00,0.091,0.909,CBS,0.0,-93
94,0.4559,2017-11-27 00:16:34+00:00,0.0,0.858,CBS,0.142,-94
95,0.8553,2017-11-27 00:15:41+00:00,0.0,0.63,CBS,0.37,-95
96,0.5093,2017-11-26 23:17:42+00:00,0.0,0.82,CBS,0.18,-96
97,0.3612,2017-11-26 21:01:23+00:00,0.0,0.872,CBS,0.128,-97
98,0.0,2017-11-26 15:00:05+00:00,0.0,1.0,CBS,0.0,-98
99,0.8591,2017-11-26 12:00:01+00:00,0.0,0.642,CBS,0.358,-99
0,-0.2481,2017-12-02 04:34:43+00:00,0.177,0.686,fox,0.137,0
1,0.0,2017-12-02 04:33:29+00:00,0.0,1.0,fox,0.0,-1
2,0.765,2017-12-02 04:15:03+00:00,0.0,0.752,fox,0.248,-2
3,0.4404,2017-12-01 05:51:08+00:00,0.161,0.497,fox,0.342,-3
4,0.0,2017-12-01 05:48:18+00:00,0.0,1.0,fox,0.0,-4
5,0.0,2017-12-01 03:04:01+00:00,0.0,1.0,fox,0.0,-5
6,0.5984,2017-11-30 23:08:54+00:00,0.0,0.786,fox,0.214,-6
7,0.5574,2017-11-30 20:41:13+00:00,0.0,0.827,fox,0.173,-7
8,0.4023,2017-11-30 10:00:47+00:00,0.0,0.895,fox,0.105,-8
9,0.6486,2017-11-30 05:49:08+00:00,0.0,0.773,fox,0.227,-9
10,-0.5574,2017-11-30 05:37:35+00:00,0.231,0.769,fox,0.0,-10
11,0.3182,2017-11-30 04:54:56+00:00,0.0,0.909,fox,0.091,-11
12,0.8834,2017-11-30 04:36:36+00:00,0.0,0.474,fox,0.526,-12
13,0.4019,2017-11-30 04:34:44+00:00,0.0,0.881,fox,0.119,-13
14,-0.3182,2017-11-30 04:33:38+00:00,0.103,0.897,fox,0.0,-14
15,0.2732,2017-11-30 03:58:45+00:00,0.0,0.916,fox,0.084,-15
16,0.0,2017-11-30 03:16:02+00:00,0.0,1.0,fox,0.0,-16
17,-0.2144,2017-11-30 02:32:28+00:00,0.188,0.812,fox,0.0,-17
18,0.0,2017-11-30 02:31:28+00:00,0.0,1.0,fox,0.0,-18
19,-0.7065,2017-11-30 01:34:39+00:00,0.304,0.567,fox,0.129,-19
20,-0.1779,2017-11-30 01:25:48+00:00,0.107,0.815,fox,0.077,-20
21,0.4939,2017-11-30 01:23:14+00:00,0.0,0.61,fox,0.39,-21
22,0.8221,2017-11-30 01:11:27+00:00,0.0,0.677,fox,0.323,-22
23,0.34,2017-11-30 01:09:23+00:00,0.0,0.888,fox,0.112,-23
24,0.0,2017-11-30 00:01:30+00:00,0.0,1.0,fox,0.0,-24
25,-0.4215,2017-11-29 23:51:30+00:00,0.197,0.726,fox,0.077,-25
26,0.0,2017-11-29 23:47:37+00:00,0.0,1.0,fox,0.0,-26
27,0.0,2017-11-29 23:42:09+00:00,0.0,1.0,fox,0.0,-27
28,0.0,2017-11-29 23:34:46+00:00,0.0,1.0,fox,0.0,-28
29,0.4522,2017-11-29 23:28:30+00:00,0.0,0.814,fox,0.186,-29
30,-0.5474,2017-11-29 23:24:52+00:00,0.414,0.586,fox,0.0,-30
31,0.4404,2017-11-29 23:24:28+00:00,0.11,0.676,fox,0.214,-31
32,0.8158,2017-11-29 23:18:23+00:00,0.0,0.401,fox,0.599,-32
33,0.3182,2017-11-29 23:12:04+00:00,0.0,0.566,fox,0.434,-33
34,0.0,2017-11-29 23:00:46+00:00,0.0,1.0,fox,0.0,-34
35,0.7269,2017-11-29 22:43:57+00:00,0.0,0.643,fox,0.357,-35
36,0.7845,2017-11-29 22:42:03+00:00,0.0,0.566,fox,0.434,-36
37,0.0,2017-11-29 22:32:40+00:00,0.0,1.0,fox,0.0,-37
38,0.2144,2017-11-29 21:40:38+00:00,0.0,0.902,fox,0.098,-38
39,0.6461,2017-11-29 06:41:23+00:00,0.0,0.74,fox,0.26,-39
40,0.0,2017-11-29 06:35:26+00:00,0.0,1.0,fox,0.0,-40
41,0.6478,2017-11-29 04:20:36+00:00,0.0,0.791,fox,0.209,-41
42,0.4019,2017-11-29 01:26:16+00:00,0.0,0.876,fox,0.124,-42
43,0.5255,2017-11-29 01:24:53+00:00,0.0,0.841,fox,0.159,-43
44,0.0,2017-11-29 01:17:57+00:00,0.0,1.0,fox,0.0,-44
45,0.8548,2017-11-29 01:15:30+00:00,0.0,0.657,fox,0.343,-45
46,0.0,2017-11-29 01:14:28+00:00,0.0,1.0,fox,0.0,-46
47,0.4215,2017-11-28 06:01:23+00:00,0.0,0.882,fox,0.118,-47
48,0.7906,2017-11-28 04:35:27+00:00,0.0,0.704,fox,0.296,-48
49,-0.2263,2017-11-28 02:00:28+00:00,0.095,0.905,fox,0.0,-49
50,0.0,2017-11-27 08:52:36+00:00,0.0,1.0,fox,0.0,-50
51,0.0,2017-11-27 05:17:35+00:00,0.0,1.0,fox,0.0,-51
52,0.0,2017-11-27 01:50:27+00:00,0.0,1.0,fox,0.0,-52
53,0.25,2017-11-26 23:48:31+00:00,0.0,0.926,fox,0.074,-53
54,-0.0772,2017-11-24 06:20:01+00:00,0.114,0.782,fox,0.104,-54
55,0.6696,2017-11-24 03:39:37+00:00,0.0,0.421,fox,0.579,-55
56,0.0,2017-11-24 03:30:58+00:00,0.0,1.0,fox,0.0,-56
57,0.4404,2017-11-24 03:11:59+00:00,0.094,0.73,fox,0.176,-57
58,0.7003,2017-11-24 01:31:56+00:00,0.0,0.147,fox,0.853,-58
59,0.6705,2017-11-24 01:23:35+00:00,0.092,0.496,fox,0.411,-59
60,0.0,2017-11-24 00:39:28+00:00,0.0,1.0,fox,0.0,-60
61,0.0,2017-11-24 00:26:44+00:00,0.0,1.0,fox,0.0,-61
62,0.4522,2017-11-23 21:57:28+00:00,0.0,0.844,fox,0.156,-62
63,0.8832,2017-11-23 21:56:29+00:00,0.0,0.593,fox,0.407,-63
64,0.5709,2017-11-23 21:49:05+00:00,0.0,0.802,fox,0.198,-64
65,0.2716,2017-11-23 09:48:49+00:00,0.0,0.901,fox,0.099,-65
66,0.0,2017-11-23 07:02:44+00:00,0.0,1.0,fox,0.0,-66
67,0.0,2017-11-23 00:49:58+00:00,0.0,1.0,fox,0.0,-67
68,0.5574,2017-11-23 00:36:42+00:00,0.0,0.783,fox,0.217,-68
69,0.5994,2017-11-22 22:02:09+00:00,0.0,0.435,fox,0.565,-69
70,0.0,2017-11-22 22:01:11+00:00,0.0,1.0,fox,0.0,-70
71,0.6423,2017-11-22 21:52:24+00:00,0.159,0.529,fox,0.313,-71
72,0.5983,2017-11-22 09:08:38+00:00,0.0,0.836,fox,0.164,-72
73,0.0,2017-11-22 09:08:35+00:00,0.0,1.0,fox,0.0,-73
74,0.0,2017-11-22 09:07:04+00:00,0.0,1.0,fox,0.0,-74
75,0.8588,2017-11-22 09:05:48+00:00,0.0,0.387,fox,0.613,-75
76,0.0,2017-11-22 09:05:07+00:00,0.0,1.0,fox,0.0,-76
77,0.0,2017-11-22 08:52:52+00:00,0.0,1.0,fox,0.0,-77
78,0.6115,2017-11-22 08:48:05+00:00,0.0,0.773,fox,0.227,-78
79,-0.3818,2017-11-22 03:33:43+00:00,0.133,0.867,fox,0.0,-79
80,0.5994,2017-11-22 03:25:47+00:00,0.0,0.794,fox,0.206,-80
81,0.3612,2017-11-22 03:24:49+00:00,0.082,0.781,fox,0.138,-81
82,0.6808,2017-11-22 03:11:12+00:00,0.0,0.797,fox,0.203,-82
83,0.4588,2017-11-22 01:49:19+00:00,0.0,0.824,fox,0.176,-83
84,0.0,2017-11-22 00:10:44+00:00,0.0,1.0,fox,0.0,-84
85,0.6369,2017-11-21 23:58:34+00:00,0.0,0.714,fox,0.286,-85
86,0.7177,2017-11-21 23:53:49+00:00,0.0,0.539,fox,0.461,-86
87,0.0,2017-11-21 23:48:22+00:00,0.0,1.0,fox,0.0,-87
88,0.0,2017-11-21 23:38:26+00:00,0.0,1.0,fox,0.0,-88
89,0.2789,2017-11-21 23:26:39+00:00,0.0,0.79,fox,0.21,-89
90,-0.0258,2017-11-21 23:21:33+00:00,0.155,0.695,fox,0.15,-90
91,-0.4019,2017-11-21 22:30:25+00:00,0.196,0.702,fox,0.102,-91
92,0.3182,2017-11-21 22:16:21+00:00,0.0,0.901,fox,0.099,-92
93,0.0,2017-11-21 20:58:18+00:00,0.0,1.0,fox,0.0,-93
94,-0.7065,2017-11-21 19:59:52+00:00,0.281,0.719,fox,0.0,-94
95,0.5574,2017-11-21 11:00:55+00:00,0.0,0.765,fox,0.235,-95
96,0.0,2017-11-21 08:15:08+00:00,0.0,1.0,fox,0.0,-96
97,0.0,2017-11-21 07:32:07+00:00,0.0,1.0,fox,0.0,-97
98,-0.2037,2017-11-21 05:48:58+00:00,0.101,0.899,fox,0.0,-98
99,0.0,2017-11-21 05:44:50+00:00,0.0,1.0,fox,0.0,-99
